file_path,category_urdu,category_english,text_sample
2021\12\20250618_130140_سرسید کے زینو بھیا _سید زین العابدین_ _14 جون 1832.txt,سیاست,politics,Title: سرسید کے زینو بھیا (سید زین العابدین) (14 جون 1832- 27 ستمبر 1905) - مضمون نگار: صغیر افراہیم...
2021\12\20250618_130140_شمیم کرہانی کی انقلابی شاعری - مضمون نگار_ اعظم عب.txt,سیاست,politics,"Title: شمیم کرہانی کی انقلابی شاعری - مضمون نگار: اعظم عباس شکیل

Published: -نومبر 02, 2021
Author:..."
2021\12\20250618_130202_اردو لوک گیتوں کے امتیازات - مضمون نگار_ عبداللہ ا.txt,سیاست,politics,"Title: اردو لوک گیتوں کے امتیازات - مضمون نگار: عبداللہ امتیاز احمد

Published: -اکتوبر 27, 2021
Aut..."
2021\12\20250618_130202_الیاس احمد گدی کی سفرنامہ نگاری _ لکشمن ریکھا کے پ.txt,سیاست,politics,"Title: الیاس احمد گدی کی سفرنامہ نگاری : لکشمن ریکھا کے پار ’ کے حوالے سے - مضمون نگار: فیروز عالم

..."
2021\12\20250618_130202_تحقیق کے معلم او_ل_ پروفیسر حافظ محمود شیرانی - مض.txt,سیاست,politics,"Title: تحقیق کے معلم اوّل: پروفیسر حافظ محمود شیرانی - مضمون نگار : راشد میاں

Published: -اکتوبر 25..."
2021\12\20250618_130228_اکیسویں صدی میں اردو تنقید نگاری کی پیش رفت ریاست_.txt,سیاست,politics,Title: اکیسویں صدی میں اردو تنقید نگاری کی پیش رفت ریاستِ اڈیشا کے حوالے سے - مضمون نگار: سعید رحمان...
2021\12\20250618_130228_دولت و صحت کی نعمت کا فلسفہ اور کلام نظیر- مضمون ن.txt,سیاست,politics,"Title: دولت و صحت کی نعمت کا فلسفہ اور کلام نظیر- مضمون نگار : سرفراز جاوید

Published: -اکتوبر 20, ..."
2021\12\20250618_130228_غالب کے غیرمتداول کلام سے تین اشعار اور ان کی تشری.txt,سیاست,politics,"Title: غالب کے غیرمتداول کلام سے تین اشعار اور ان کی تشریح - مضمون نگار: جمال عبد الواجد

Published:..."
2021\12\20250618_130254_اردو افسانوں میں خودکلامی کے عناصر - مضمون نگار_ م.txt,سیاست,politics,"Title: اردو افسانوں میں خودکلامی کے عناصر - مضمون نگار: محمد علیم اسماعیل

Published: -اکتوبر 12, 20..."
2021\12\20250618_130254_عہد وسطی_ کے دیہی بازار اور زرعی پیداوار - مضمون ن.txt,سیاست,politics,"Title: عہد وسطیٰ کے دیہی بازار اور زرعی پیداوار - مضمون نگار منصور احمد صدیقی

Published: -اکتوبر 20..."
2021\12\20250618_130254_پروقار افسانہ نگار_ ا_نجہانی رتن سنگھ - مضمون نگار.txt,سیاست,politics,"Title: پروقار افسانہ نگار: آنجہانی رتن سنگھ - مضمون نگار:  نارائن پاٹیدار

Published: -اکتوبر 08, 2..."
2022\10\20250618_115023_تحریک آزادی کا جلی عنوان اردو زبان_ مضمون نگار عقی.txt,سیاست,politics,"Title: تحریک آزادی کا جلی عنوان اردو زبان: مضمون نگار عقیلہ

Published: -اکتوبر 28, 2022
Author: 
Or..."
2022\10\20250618_115023_شہر آہن کا شیشہ گر_ رونق سیمابی.txt,سیاست,politics,"Title: شہر آہن کا شیشہ گر: رونق سیمابی

Published: -اکتوبر 27, 2022
Author: 
Original URL: https://n..."
2022\10\20250618_115023_علی گڑھ تحریک_ انجمن پنجاب اور جمالیات_ دانش کمال.txt,سیاست,politics,"Title: علی گڑھ تحریک، انجمن پنجاب اور جمالیات: دانش کمال

Published: -اکتوبر 29, 2022
Author: 
Origi..."
2022\10\20250618_115028_اردو تبصروں کا ابتدائی دور_ راہین شمع.txt,سیاست,politics,"Title: اردو تبصروں کا ابتدائی دور: راہین شمع

Published: -اکتوبر 27, 2022
Author: 
Original URL: htt..."
2022\10\20250618_115028_ساغر صدیقی کی غزل میں سائنسی عناصر_ محمد عادل.txt,سیاست,politics,"Title: ساغر صدیقی کی غزل میں سائنسی عناصر: محمد عادل

Published: -اکتوبر 26, 2022
Author: 
Original ..."
2022\10\20250618_115033_امجد حیدرآبادی کی شعری انفرادیت_ حارث حمزہ لون.txt,سیاست,politics,"Title: امجد حیدرآبادی کی شعری انفرادیت: حارث حمزہ لون

Published: -اکتوبر 25, 2022
Author: 
Original..."
2022\10\20250618_115033_تحریک آزادی اور اردو شاعری_ مہر فاطمہ.txt,سیاست,politics,"Title: تحریک آزادی اور اردو شاعری: مہر فاطمہ

Published: -اکتوبر 21, 2022
Author: 
Original URL: htt..."
2022\10\20250618_115038_1857 کی بغاوت میں اردو اخبارات کا کردار_ امیر حمزہ.txt,سیاست,politics,"Title: 1857 کی بغاوت میں اردو اخبارات کا کردار: امیر حمزہ

Published: -اکتوبر 19, 2022
Author: 
Orig..."
2022\10\20250618_115038_ا_زادی کی جنگ اور روہتاس_ اے کے علوی.txt,سیاست,politics,"Title: آزادی کی جنگ اور روہتاس: اے کے علوی

Published: -اکتوبر 18, 2022
Author: 
Original URL: http..."
2022\10\20250618_115038_تحریک آزادی میں اردو زبان کا کردار_ عبدالسمیع.txt,سیاست,politics,"Title: تحریک آزادی میں اردو زبان کا کردار: عبدالسمیع

Published: -اکتوبر 20, 2022
Author: 
Original ..."
2022\10\20250618_115042_تحریک ا_زادی ہند کے متعلق کتابیں _مختصر اشاریہ__ ا.txt,سیاست,politics,"Title: تحریک آزادی ہند کے متعلق کتابیں (مختصر اشاریہ): ادارہ

Published: -اکتوبر 17, 2022
Author: 
..."
2022\10\20250618_115042_جدوجہد ا_زادی میں اردو صحافت کا کردار_ اسدرضا.txt,سیاست,politics,"Title: جدوجہد آزادی میں اردو صحافت کا کردار: اسدرضا

Published: -اکتوبر 17, 2022
Author: 
Original ..."
2022\10\20250618_115045_اردو زبان و ادب مں  تصور کی تفہیم_  محممودالحسن خا.txt,سیاست,politics,"Title: اردو زبان و ادب مں  تصور کی تفہیم:  محممودالحسن خان

Published: -اکتوبر 12, 2022
Author: 
Ori..."
2022\10\20250618_115045_تنقید نگاری کا فن_سید نفیس دسنوی.txt,سیاست,politics,"Title: تنقید نگاری کا فن:سید نفیس دسنوی

Published: -اکتوبر 13, 2022
Author: 
Original URL: https://..."
2022\10\20250618_115045_زبیر رضوی کی ادبی صحافت_ خورشید اکرم.txt,سیاست,politics,"Title: زبیر رضوی کی ادبی صحافت: خورشید اکرم

Published: -اکتوبر 14, 2022
Author: 
Original URL: http..."
2022\10\20250618_115049_اردو صحافت میں زبان کا استعمال_ محمد حنیف خان.txt,سیاست,politics,"Title: اردو صحافت میں زبان کا استعمال: محمد حنیف خان

Published: -اکتوبر 12, 2022
Author: 
Original ..."
2022\10\20250618_115049_بہادر شاہ ظفر کی صوفیانہ شاعری_ ڈاکٹر نیلوفر حفیظ.txt,سیاست,politics,"Title: بہادر شاہ ظفر کی صوفیانہ شاعری: ڈاکٹر نیلوفر حفیظ

Published: -اکتوبر 11, 2022
Author: 
Origi..."
2022\10\20250618_115049_حیرت فرخ ا_بادی کا شعار_ تغزل_  بدرمحمدی.txt,سیاست,politics,"Title: حیرت فرخ آبادی کا شعارِ تغزل:  بدرمحمدی

Published: -اکتوبر 11, 2022
Author: 
Original URL: ..."
2022\10\20250618_115054_اردو شاعری میں تصوف کی رنگارنگی_  نظیر احمد گنائی.txt,سیاست,politics,"Title: اردو شاعری میں تصوف کی رنگارنگی:  نظیر احمد گنائی

Published: -اکتوبر 10, 2022
Author: 
Origi..."
2022\10\20250618_115054_رومانیت اور اردو افسانہ_ عروسہ فاروق.txt,سیاست,politics,"Title: رومانیت اور اردو افسانہ: عروسہ فاروق

Published: -اکتوبر 10, 2022
Author: 
Original URL: http..."
2022\10\20250618_115058_کبیر اور ان کے نظریات_ محمد منور عالم.txt,سیاست,politics,"Title: کبیر اور ان کے نظریات: محمد منور عالم

Published: -اکتوبر 06, 2022
Author: 
Original URL: htt..."
2022\10\20250618_115058_گئودان اور اڑیہ ناول چھو مانڑو ا_ٹھو گونٹھو کا تقا.txt,سیاست,politics,"Title: گئودان اور اڑیہ ناول چھو مانڑو آٹھو گونٹھو کا تقابلی تجزیہ: صلاح الدین شاہ

Published: -اکتو..."
2022\10\20250618_115058_گورو روی داس کے افکار ونظریات کی عصری معنویت_ مول .txt,سیاست,politics,"Title: گورو روی داس کے افکار ونظریات کی عصری معنویت: مول راج

Published: -اکتوبر 07, 2022
Author: 
O..."
2022\10\20250618_115102_مشہور عمارتیں_ قریشی ابوعامر حسن.txt,سیاست,politics,"Title: مشہور عمارتیں: قریشی ابوعامر حسن

Published: -اکتوبر 04, 2022
Author: 
Original URL: https://..."
2022\10\20250618_115102_مصحفی اور اس کا امروہہ پن_ رئیس احمد فراہی.txt,سیاست,politics,"Title: مصحفی اور اس کا امروہہ پن: رئیس احمد فراہی

Published: -اکتوبر 03, 2022
Author: 
Original URL..."
2022\10\20250618_115102_وامق جونپوری کی غزل گوئی_  ڈاکٹر اسود گوہر.txt,سیاست,politics,"Title: وامق جونپوری کی غزل گوئی:  ڈاکٹر اسود گوہر

Published: -اکتوبر 04, 2022
Author: 
Original URL..."
2022\10\20250618_121456_تحریک آزادی کا جلی عنوان اردو زبان_ مضمون نگار عقی.txt,سیاست,politics,"Title: تحریک آزادی کا جلی عنوان اردو زبان: مضمون نگار عقیلہ

Published: -اکتوبر 28, 2022
Author: 
Or..."
2022\10\20250618_121456_شہر آہن کا شیشہ گر_ رونق سیمابی.txt,سیاست,politics,"Title: شہر آہن کا شیشہ گر: رونق سیمابی

Published: -اکتوبر 27, 2022
Author: 
Original URL: https://n..."
2022\10\20250618_121456_علی گڑھ تحریک_ انجمن پنجاب اور جمالیات_ دانش کمال.txt,سیاست,politics,"Title: علی گڑھ تحریک، انجمن پنجاب اور جمالیات: دانش کمال

Published: -اکتوبر 29, 2022
Author: 
Origi..."
2022\10\20250618_121500_اردو تبصروں کا ابتدائی دور_ راہین شمع.txt,سیاست,politics,"Title: اردو تبصروں کا ابتدائی دور: راہین شمع

Published: -اکتوبر 27, 2022
Author: 
Original URL: htt..."
2022\10\20250618_121500_ساغر صدیقی کی غزل میں سائنسی عناصر_ محمد عادل.txt,سیاست,politics,"Title: ساغر صدیقی کی غزل میں سائنسی عناصر: محمد عادل

Published: -اکتوبر 26, 2022
Author: 
Original ..."
2022\10\20250618_121504_امجد حیدرآبادی کی شعری انفرادیت_ حارث حمزہ لون.txt,سیاست,politics,"Title: امجد حیدرآبادی کی شعری انفرادیت: حارث حمزہ لون

Published: -اکتوبر 25, 2022
Author: 
Original..."
2022\10\20250618_121504_تحریک آزادی اور اردو شاعری_ مہر فاطمہ.txt,سیاست,politics,"Title: تحریک آزادی اور اردو شاعری: مہر فاطمہ

Published: -اکتوبر 21, 2022
Author: 
Original URL: htt..."
2022\10\20250618_121508_1857 کی بغاوت میں اردو اخبارات کا کردار_ امیر حمزہ.txt,سیاست,politics,"Title: 1857 کی بغاوت میں اردو اخبارات کا کردار: امیر حمزہ

Published: -اکتوبر 19, 2022
Author: 
Orig..."
2022\10\20250618_121508_ا_زادی کی جنگ اور روہتاس_ اے کے علوی.txt,سیاست,politics,"Title: آزادی کی جنگ اور روہتاس: اے کے علوی

Published: -اکتوبر 18, 2022
Author: 
Original URL: http..."
2022\10\20250618_121508_تحریک آزادی میں اردو زبان کا کردار_ عبدالسمیع.txt,سیاست,politics,"Title: تحریک آزادی میں اردو زبان کا کردار: عبدالسمیع

Published: -اکتوبر 20, 2022
Author: 
Original ..."
2022\10\20250618_121512_تحریک ا_زادی ہند کے متعلق کتابیں _مختصر اشاریہ__ ا.txt,سیاست,politics,"Title: تحریک آزادی ہند کے متعلق کتابیں (مختصر اشاریہ): ادارہ

Published: -اکتوبر 17, 2022
Author: 
..."
2022\10\20250618_121512_جدوجہد ا_زادی میں اردو صحافت کا کردار_ اسدرضا.txt,سیاست,politics,"Title: جدوجہد آزادی میں اردو صحافت کا کردار: اسدرضا

Published: -اکتوبر 17, 2022
Author: 
Original ..."
2022\10\20250618_121515_اردو زبان و ادب مں  تصور کی تفہیم_  محممودالحسن خا.txt,سیاست,politics,"Title: اردو زبان و ادب مں  تصور کی تفہیم:  محممودالحسن خان

Published: -اکتوبر 12, 2022
Author: 
Ori..."
2022\10\20250618_121515_تنقید نگاری کا فن_سید نفیس دسنوی.txt,سیاست,politics,"Title: تنقید نگاری کا فن:سید نفیس دسنوی

Published: -اکتوبر 13, 2022
Author: 
Original URL: https://..."
2022\10\20250618_121515_زبیر رضوی کی ادبی صحافت_ خورشید اکرم.txt,سیاست,politics,"Title: زبیر رضوی کی ادبی صحافت: خورشید اکرم

Published: -اکتوبر 14, 2022
Author: 
Original URL: http..."
2022\10\20250618_121519_اردو صحافت میں زبان کا استعمال_ محمد حنیف خان.txt,سیاست,politics,"Title: اردو صحافت میں زبان کا استعمال: محمد حنیف خان

Published: -اکتوبر 12, 2022
Author: 
Original ..."
2022\10\20250618_121519_بہادر شاہ ظفر کی صوفیانہ شاعری_ ڈاکٹر نیلوفر حفیظ.txt,سیاست,politics,"Title: بہادر شاہ ظفر کی صوفیانہ شاعری: ڈاکٹر نیلوفر حفیظ

Published: -اکتوبر 11, 2022
Author: 
Origi..."
2022\10\20250618_121519_حیرت فرخ ا_بادی کا شعار_ تغزل_  بدرمحمدی.txt,سیاست,politics,"Title: حیرت فرخ آبادی کا شعارِ تغزل:  بدرمحمدی

Published: -اکتوبر 11, 2022
Author: 
Original URL: ..."
2022\10\20250618_121523_اردو شاعری میں تصوف کی رنگارنگی_  نظیر احمد گنائی.txt,سیاست,politics,"Title: اردو شاعری میں تصوف کی رنگارنگی:  نظیر احمد گنائی

Published: -اکتوبر 10, 2022
Author: 
Origi..."
2022\10\20250618_121523_رومانیت اور اردو افسانہ_ عروسہ فاروق.txt,سیاست,politics,"Title: رومانیت اور اردو افسانہ: عروسہ فاروق

Published: -اکتوبر 10, 2022
Author: 
Original URL: http..."
2022\10\20250618_121528_کبیر اور ان کے نظریات_ محمد منور عالم.txt,سیاست,politics,"Title: کبیر اور ان کے نظریات: محمد منور عالم

Published: -اکتوبر 06, 2022
Author: 
Original URL: htt..."
2022\10\20250618_121528_گئودان اور اڑیہ ناول چھو مانڑو ا_ٹھو گونٹھو کا تقا.txt,سیاست,politics,"Title: گئودان اور اڑیہ ناول چھو مانڑو آٹھو گونٹھو کا تقابلی تجزیہ: صلاح الدین شاہ

Published: -اکتو..."
2022\10\20250618_121528_گورو روی داس کے افکار ونظریات کی عصری معنویت_ مول .txt,سیاست,politics,"Title: گورو روی داس کے افکار ونظریات کی عصری معنویت: مول راج

Published: -اکتوبر 07, 2022
Author: 
O..."
2022\10\20250618_121532_مشہور عمارتیں_ قریشی ابوعامر حسن.txt,سیاست,politics,"Title: مشہور عمارتیں: قریشی ابوعامر حسن

Published: -اکتوبر 04, 2022
Author: 
Original URL: https://..."
2022\10\20250618_121532_مصحفی اور اس کا امروہہ پن_ رئیس احمد فراہی.txt,سیاست,politics,"Title: مصحفی اور اس کا امروہہ پن: رئیس احمد فراہی

Published: -اکتوبر 03, 2022
Author: 
Original URL..."
2022\10\20250618_121532_وامق جونپوری کی غزل گوئی_  ڈاکٹر اسود گوہر.txt,سیاست,politics,"Title: وامق جونپوری کی غزل گوئی:  ڈاکٹر اسود گوہر

Published: -اکتوبر 04, 2022
Author: 
Original URL..."
2022\10\20250618_125428_علی گڑھ تحریک_ انجمن پنجاب اور جمالیات_ دانش کمال.txt,سیاست,politics,"Title: علی گڑھ تحریک، انجمن پنجاب اور جمالیات: دانش کمال

Published: -اکتوبر 29, 2022
Author: 

====..."
2022\10\20250618_125429_علی گڑھ تحریک_ انجمن پنجاب اور جمالیات_ دانش کمال.txt,سیاست,politics,"Title: علی گڑھ تحریک، انجمن پنجاب اور جمالیات: دانش کمال

Published: -اکتوبر 29, 2022
Author: 

====..."
2022\10\20250618_125447_تحریک آزادی کا جلی عنوان اردو زبان_ مضمون نگار عقی.txt,سیاست,politics,"Title: تحریک آزادی کا جلی عنوان اردو زبان: مضمون نگار عقیلہ

Published: -اکتوبر 28, 2022
Author: 
Or..."
2022\10\20250618_125447_شہر آہن کا شیشہ گر_ رونق سیمابی.txt,سیاست,politics,"Title: شہر آہن کا شیشہ گر: رونق سیمابی

Published: -اکتوبر 27, 2022
Author: 
Original URL: https://n..."
2022\10\20250618_125447_علی گڑھ تحریک_ انجمن پنجاب اور جمالیات_ دانش کمال.txt,سیاست,politics,"Title: علی گڑھ تحریک، انجمن پنجاب اور جمالیات: دانش کمال

Published: -اکتوبر 29, 2022
Author: 
Origi..."
2022\10\20250618_125449_علی گڑھ تحریک_ انجمن پنجاب اور جمالیات_ دانش کمال.txt,سیاست,politics,"Title: علی گڑھ تحریک، انجمن پنجاب اور جمالیات: دانش کمال

Published: -اکتوبر 29, 2022
Author: 

====..."
2022\10\20250618_125451_علی گڑھ تحریک_ انجمن پنجاب اور جمالیات_ دانش کمال.txt,سیاست,politics,"Title: علی گڑھ تحریک، انجمن پنجاب اور جمالیات: دانش کمال

Published: -اکتوبر 29, 2022
Author: 

====..."
2022\10\20250618_125453_تحریک آزادی کا جلی عنوان اردو زبان_ مضمون نگار عقی.txt,سیاست,politics,"Title: تحریک آزادی کا جلی عنوان اردو زبان: مضمون نگار عقیلہ

Published: -اکتوبر 28, 2022
Author: 

=..."
2022\10\20250618_125454_تحریک آزادی کا جلی عنوان اردو زبان_ مضمون نگار عقی.txt,سیاست,politics,"Title: تحریک آزادی کا جلی عنوان اردو زبان: مضمون نگار عقیلہ

Published: -اکتوبر 28, 2022
Author: 

=..."
2022\10\20250618_125512_اردو تبصروں کا ابتدائی دور_ راہین شمع.txt,سیاست,politics,"Title: اردو تبصروں کا ابتدائی دور: راہین شمع

Published: -اکتوبر 27, 2022
Author: 
Original URL: htt..."
2022\10\20250618_125512_ساغر صدیقی کی غزل میں سائنسی عناصر_ محمد عادل.txt,سیاست,politics,"Title: ساغر صدیقی کی غزل میں سائنسی عناصر: محمد عادل

Published: -اکتوبر 26, 2022
Author: 
Original ..."
2022\10\20250618_125514_اردو تبصروں کا ابتدائی دور_ راہین شمع.txt,سیاست,politics,"Title: اردو تبصروں کا ابتدائی دور: راہین شمع

Published: -اکتوبر 27, 2022
Author: 

================..."
2022\10\20250618_125515_اردو تبصروں کا ابتدائی دور_ راہین شمع.txt,سیاست,politics,"Title: اردو تبصروں کا ابتدائی دور: راہین شمع

Published: -اکتوبر 27, 2022
Author: 

================..."
2022\10\20250618_125533_امجد حیدرآبادی کی شعری انفرادیت_ حارث حمزہ لون.txt,سیاست,politics,"Title: امجد حیدرآبادی کی شعری انفرادیت: حارث حمزہ لون

Published: -اکتوبر 25, 2022
Author: 
Original..."
2022\10\20250618_125533_تحریک آزادی اور اردو شاعری_ مہر فاطمہ.txt,سیاست,politics,"Title: تحریک آزادی اور اردو شاعری: مہر فاطمہ

Published: -اکتوبر 21, 2022
Author: 
Original URL: htt..."
2022\10\20250618_125535_امجد حیدرآبادی کی شعری انفرادیت_ حارث حمزہ لون.txt,سیاست,politics,"Title: امجد حیدرآبادی کی شعری انفرادیت: حارث حمزہ لون

Published: -اکتوبر 25, 2022
Author: 

=======..."
2022\10\20250618_125537_امجد حیدرآبادی کی شعری انفرادیت_ حارث حمزہ لون.txt,سیاست,politics,"Title: امجد حیدرآبادی کی شعری انفرادیت: حارث حمزہ لون

Published: -اکتوبر 25, 2022
Author: 

=======..."
2022\10\20250618_125539_تحریک آزادی اور اردو شاعری_ مہر فاطمہ.txt,سیاست,politics,"Title: تحریک آزادی اور اردو شاعری: مہر فاطمہ

Published: -اکتوبر 21, 2022
Author: 

================..."
2022\10\20250618_125540_تحریک آزادی اور اردو شاعری_ مہر فاطمہ.txt,سیاست,politics,"Title: تحریک آزادی اور اردو شاعری: مہر فاطمہ

Published: -اکتوبر 21, 2022
Author: 

================..."
2022\10\20250618_125556_1857 کی بغاوت میں اردو اخبارات کا کردار_ امیر حمزہ.txt,سیاست,politics,"Title: 1857 کی بغاوت میں اردو اخبارات کا کردار: امیر حمزہ

Published: -اکتوبر 19, 2022
Author: 
Orig..."
2022\10\20250618_125556_ا_زادی کی جنگ اور روہتاس_ اے کے علوی.txt,سیاست,politics,"Title: آزادی کی جنگ اور روہتاس: اے کے علوی

Published: -اکتوبر 18, 2022
Author: 
Original URL: http..."
2022\10\20250618_125556_تحریک آزادی میں اردو زبان کا کردار_ عبدالسمیع.txt,سیاست,politics,"Title: تحریک آزادی میں اردو زبان کا کردار: عبدالسمیع

Published: -اکتوبر 20, 2022
Author: 
Original ..."
2022\10\20250618_125558_تحریک آزادی میں اردو زبان کا کردار_ عبدالسمیع.txt,سیاست,politics,"Title: تحریک آزادی میں اردو زبان کا کردار: عبدالسمیع

Published: -اکتوبر 20, 2022
Author: 

========..."
2022\10\20250618_125600_تحریک آزادی میں اردو زبان کا کردار_ عبدالسمیع.txt,سیاست,politics,"Title: تحریک آزادی میں اردو زبان کا کردار: عبدالسمیع

Published: -اکتوبر 20, 2022
Author: 

========..."
2022\10\20250618_125616_تحریک ا_زادی ہند کے متعلق کتابیں _مختصر اشاریہ__ ا.txt,سیاست,politics,"Title: تحریک آزادی ہند کے متعلق کتابیں (مختصر اشاریہ): ادارہ

Published: -اکتوبر 17, 2022
Author: 
..."
2022\10\20250618_125616_جدوجہد ا_زادی میں اردو صحافت کا کردار_ اسدرضا.txt,سیاست,politics,"Title: جدوجہد آزادی میں اردو صحافت کا کردار: اسدرضا

Published: -اکتوبر 17, 2022
Author: 
Original ..."
2022\10\20250618_125618_جدوجہد ا_زادی میں اردو صحافت کا کردار_ اسدرضا.txt,سیاست,politics,"Title: جدوجہد آزادی میں اردو صحافت کا کردار: اسدرضا

Published: -اکتوبر 17, 2022
Author: 

========..."
2022\10\20250618_125620_جدوجہد ا_زادی میں اردو صحافت کا کردار_ اسدرضا.txt,سیاست,politics,"Title: جدوجہد آزادی میں اردو صحافت کا کردار: اسدرضا

Published: -اکتوبر 17, 2022
Author: 

========..."
2022\10\20250618_125622_تحریک ا_زادی ہند کے متعلق کتابیں _مختصر اشاریہ__ ا.txt,سیاست,politics,"Title: تحریک آزادی ہند کے متعلق کتابیں (مختصر اشاریہ): ادارہ

Published: -اکتوبر 17, 2022
Author: 
..."
2022\10\20250618_125623_تحریک ا_زادی ہند کے متعلق کتابیں _مختصر اشاریہ__ ا.txt,سیاست,politics,"Title: تحریک آزادی ہند کے متعلق کتابیں (مختصر اشاریہ): ادارہ

Published: -اکتوبر 17, 2022
Author: 
..."
2022\10\20250618_125640_اردو زبان و ادب مں  تصور کی تفہیم_  محممودالحسن خا.txt,سیاست,politics,"Title: اردو زبان و ادب مں  تصور کی تفہیم:  محممودالحسن خان

Published: -اکتوبر 12, 2022
Author: 
Ori..."
2022\10\20250618_125640_تنقید نگاری کا فن_سید نفیس دسنوی.txt,سیاست,politics,"Title: تنقید نگاری کا فن:سید نفیس دسنوی

Published: -اکتوبر 13, 2022
Author: 
Original URL: https://..."
2022\10\20250618_125640_زبیر رضوی کی ادبی صحافت_ خورشید اکرم.txt,سیاست,politics,"Title: زبیر رضوی کی ادبی صحافت: خورشید اکرم

Published: -اکتوبر 14, 2022
Author: 
Original URL: http..."
2022\10\20250618_125642_زبیر رضوی کی ادبی صحافت_ خورشید اکرم.txt,سیاست,politics,"Title: زبیر رضوی کی ادبی صحافت: خورشید اکرم

Published: -اکتوبر 14, 2022
Author: 

=================..."
2022\10\20250618_125644_زبیر رضوی کی ادبی صحافت_ خورشید اکرم.txt,سیاست,politics,"Title: زبیر رضوی کی ادبی صحافت: خورشید اکرم

Published: -اکتوبر 14, 2022
Author: 

=================..."
2022\10\20250618_125646_تنقید نگاری کا فن_سید نفیس دسنوی.txt,سیاست,politics,"Title: تنقید نگاری کا فن:سید نفیس دسنوی

Published: -اکتوبر 13, 2022
Author: 

=====================..."
2022\10\20250618_125647_تنقید نگاری کا فن_سید نفیس دسنوی.txt,سیاست,politics,"Title: تنقید نگاری کا فن:سید نفیس دسنوی

Published: -اکتوبر 13, 2022
Author: 

=====================..."
2022\10\20250618_125649_اردو زبان و ادب مں  تصور کی تفہیم_  محممودالحسن خا.txt,سیاست,politics,"Title: اردو زبان و ادب مں  تصور کی تفہیم:  محممودالحسن خان

Published: -اکتوبر 12, 2022
Author: 

==..."
2022\10\20250618_125651_اردو زبان و ادب مں  تصور کی تفہیم_  محممودالحسن خا.txt,سیاست,politics,"Title: اردو زبان و ادب مں  تصور کی تفہیم:  محممودالحسن خان

Published: -اکتوبر 12, 2022
Author: 

==..."
2022\10\20250618_125708_اردو صحافت میں زبان کا استعمال_ محمد حنیف خان.txt,سیاست,politics,"Title: اردو صحافت میں زبان کا استعمال: محمد حنیف خان

Published: -اکتوبر 12, 2022
Author: 
Original ..."
2022\10\20250618_125708_بہادر شاہ ظفر کی صوفیانہ شاعری_ ڈاکٹر نیلوفر حفیظ.txt,سیاست,politics,"Title: بہادر شاہ ظفر کی صوفیانہ شاعری: ڈاکٹر نیلوفر حفیظ

Published: -اکتوبر 11, 2022
Author: 
Origi..."
2022\10\20250618_125708_حیرت فرخ ا_بادی کا شعار_ تغزل_  بدرمحمدی.txt,سیاست,politics,"Title: حیرت فرخ آبادی کا شعارِ تغزل:  بدرمحمدی

Published: -اکتوبر 11, 2022
Author: 
Original URL: ..."
2022\10\20250618_125709_اردو صحافت میں زبان کا استعمال_ محمد حنیف خان.txt,سیاست,politics,"Title: اردو صحافت میں زبان کا استعمال: محمد حنیف خان

Published: -اکتوبر 12, 2022
Author: 

========..."
2022\10\20250618_125711_اردو صحافت میں زبان کا استعمال_ محمد حنیف خان.txt,سیاست,politics,"Title: اردو صحافت میں زبان کا استعمال: محمد حنیف خان

Published: -اکتوبر 12, 2022
Author: 

========..."
2022\10\20250618_125713_بہادر شاہ ظفر کی صوفیانہ شاعری_ ڈاکٹر نیلوفر حفیظ.txt,سیاست,politics,"Title: بہادر شاہ ظفر کی صوفیانہ شاعری: ڈاکٹر نیلوفر حفیظ

Published: -اکتوبر 11, 2022
Author: 

====..."
2022\10\20250618_125715_بہادر شاہ ظفر کی صوفیانہ شاعری_ ڈاکٹر نیلوفر حفیظ.txt,سیاست,politics,"Title: بہادر شاہ ظفر کی صوفیانہ شاعری: ڈاکٹر نیلوفر حفیظ

Published: -اکتوبر 11, 2022
Author: 

====..."
2022\10\20250618_125717_حیرت فرخ ا_بادی کا شعار_ تغزل_  بدرمحمدی.txt,سیاست,politics,"Title: حیرت فرخ آبادی کا شعارِ تغزل:  بدرمحمدی

Published: -اکتوبر 11, 2022
Author: 

=============..."
2022\10\20250618_125719_حیرت فرخ ا_بادی کا شعار_ تغزل_  بدرمحمدی.txt,سیاست,politics,"Title: حیرت فرخ آبادی کا شعارِ تغزل:  بدرمحمدی

Published: -اکتوبر 11, 2022
Author: 

=============..."
2022\10\20250618_125736_اردو شاعری میں تصوف کی رنگارنگی_  نظیر احمد گنائی.txt,سیاست,politics,"Title: اردو شاعری میں تصوف کی رنگارنگی:  نظیر احمد گنائی

Published: -اکتوبر 10, 2022
Author: 
Origi..."
2022\10\20250618_125736_رومانیت اور اردو افسانہ_ عروسہ فاروق.txt,سیاست,politics,"Title: رومانیت اور اردو افسانہ: عروسہ فاروق

Published: -اکتوبر 10, 2022
Author: 
Original URL: http..."
2022\10\20250618_125738_اردو شاعری میں تصوف کی رنگارنگی_  نظیر احمد گنائی.txt,سیاست,politics,"Title: اردو شاعری میں تصوف کی رنگارنگی:  نظیر احمد گنائی

Published: -اکتوبر 10, 2022
Author: 

====..."
